Entity,Code,Date,Daily confirmed cases per million,Cumulative confirmed cases of COVID-19 per million people (cases per million)
Bosnia and Herzegovina,BIH,"Apr 14, 2020",14.49986,313.337
Bosnia and Herzegovina,BIH,"Apr 15, 2020",12.71457,327.053
Bosnia and Herzegovina,BIH,"Apr 16, 2020",12.36629,335.283
Bosnia and Herzegovina,BIH,"Apr 17, 2020",12.06157,351.132
Bosnia and Herzegovina,BIH,"Apr 18, 2020",13.455,368.811
Bosnia and Herzegovina,BIH,"Apr 19, 2020",13.32429,382.222
Bosnia and Herzegovina,BIH,"Apr 20, 2020",11.40843,386.794
Bosnia and Herzegovina,BIH,"Apr 21, 2020",11.84386,396.243
Bosnia and Herzegovina,BIH,"Apr 22, 2020",11.62614,408.435
Bosnia and Herzegovina,BIH,"Apr 23, 2020",11.62614,416.665
Bosnia and Herzegovina,BIH,"Apr 24, 2020",11.36486,430.686
Bosnia and Herzegovina,BIH,"Apr 25, 2020",9.14414,432.819
Bosnia and Herzegovina,BIH,"Apr 26, 2020",10.05857,452.631
Bosnia and Herzegovina,BIH,"Apr 27, 2020",10.75529,462.08
Bosnia and Herzegovina,BIH,"Apr 28, 2020",11.49557,476.711
Bosnia and Herzegovina,BIH,"Apr 29, 2020",10.79886,484.026
Bosnia and Herzegovina,BIH,"Apr 30, 2020",14.021,514.811
Bosnia and Herzegovina,BIH,"May 1, 2020",14.979,535.538
Bosnia and Herzegovina,BIH,"May 2, 2020",15.76271,543.158
Bosnia and Herzegovina,BIH,"May 3, 2020",15.458,560.836
Bosnia and Herzegovina,BIH,"May 4, 2020",14.84843,566.018
Bosnia and Herzegovina,BIH,"May 5, 2020",15.76271,587.049
Bosnia and Herzegovina,BIH,"May 6, 2020",15.58857,593.145
Bosnia and Herzegovina,BIH,"May 7, 2020",12.93243,605.337
Bosnia and Herzegovina,BIH,"May 8, 2020",11.75671,617.834
Bosnia and Herzegovina,BIH,"May 9, 2020",12.54043,630.941
Bosnia and Herzegovina,BIH,"May 10, 2020",10.97286,637.646
Bosnia and Herzegovina,BIH,"May 11, 2020",11.32114,645.266
Bosnia and Herzegovina,BIH,"May 12, 2020",9.40529,652.887
Bosnia and Herzegovina,BIH,"May 13, 2020",9.23114,657.763
Bosnia and Herzegovina,BIH,"May 14, 2020",8.49086,664.774
Bosnia and Herzegovina,BIH,"May 15, 2020",8.22957,675.442
Bosnia and Herzegovina,BIH,"May 16, 2020",7.27171,681.843
Bosnia and Herzegovina,BIH,"May 17, 2020",7.62,690.987
Bosnia and Herzegovina,BIH,"May 18, 2020",7.48943,697.692
Bosnia and Herzegovina,BIH,"May 19, 2020",7.01043,701.96
Bosnia and Herzegovina,BIH,"May 20, 2020",7.01043,706.837
Bosnia and Herzegovina,BIH,"May 21, 2020",6.66214,711.409
Bosnia and Herzegovina,BIH,"May 22, 2020",5.92186,716.895
Bosnia and Herzegovina,BIH,"May 23, 2020",5.87829,722.991
Bosnia and Herzegovina,BIH,"May 24, 2020",5.39929,728.782
Bosnia and Herzegovina,BIH,"May 25, 2020",4.83314,731.526
Bosnia and Herzegovina,BIH,"May 26, 2020",4.44129,733.05
Bosnia and Herzegovina,BIH,"May 27, 2020",4.18,736.098
Bosnia and Herzegovina,BIH,"May 28, 2020",4.35414,741.889
Bosnia and Herzegovina,BIH,"May 29, 2020",4.78957,750.423
Bosnia and Herzegovina,BIH,"May 30, 2020",4.87671,757.129
Bosnia and Herzegovina,BIH,"May 31, 2020",4.44129,759.872
Bosnia and Herzegovina,BIH,"Jun 1, 2020",4.74614,764.749
Bosnia and Herzegovina,BIH,"Jun 2, 2020",5.138,769.016
Bosnia and Herzegovina,BIH,"Jun 3, 2020",5.18157,772.369
Bosnia and Herzegovina,BIH,"Jun 4, 2020",5.051,777.246
Bosnia and Herzegovina,BIH,"Jun 5, 2020",5.70414,790.352
Bosnia and Herzegovina,BIH,"Jun 6, 2020",5.26871,794.01
Bosnia and Herzegovina,BIH,"Jun 7, 2020",6.22671,803.459
Bosnia and Herzegovina,BIH,"Jun 8, 2020",7.14114,814.737
Bosnia and Herzegovina,BIH,"Jun 9, 2020",7.83786,823.881
Bosnia and Herzegovina,BIH,"Jun 10, 2020",8.40386,831.196
Bosnia and Herzegovina,BIH,"Jun 11, 2020",9.84071,846.131
Bosnia and Herzegovina,BIH,"Jun 12, 2020",10.36329,862.895
Bosnia and Herzegovina,BIH,"Jun 13, 2020",12.49686,881.488
Bosnia and Herzegovina,BIH,"Jun 14, 2020",13.23714,896.119
Bosnia and Herzegovina,BIH,"Jun 15, 2020",14.28214,914.712
Bosnia and Herzegovina,BIH,"Jun 16, 2020",14.63043,926.294
Bosnia and Herzegovina,BIH,"Jun 17, 2020",15.54486,940.01
Bosnia and Herzegovina,BIH,"Jun 18, 2020",16.02386,958.298
Bosnia and Herzegovina,BIH,"Jun 19, 2020",16.15457,975.977
Bosnia and Herzegovina,BIH,"Jun 20, 2020",17.24314,1002.19
Bosnia and Herzegovina,BIH,"Jun 21, 2020",18.02686,1022.307
Bosnia and Herzegovina,BIH,"Jun 22, 2020",18.72357,1045.777
Bosnia and Herzegovina,BIH,"Jun 23, 2020",21.11857,1074.123
Bosnia and Herzegovina,BIH,"Jun 24, 2020",21.90243,1093.326
Bosnia and Herzegovina,BIH,"Jun 25, 2020",23.12171,1120.148
Bosnia and Herzegovina,BIH,"Jun 26, 2020",25.77771,1156.42
Bosnia and Herzegovina,BIH,"Jun 27, 2020",28.129,1199.092
Bosnia and Herzegovina,BIH,"Jun 28, 2020",32.78814,1251.823
Bosnia and Herzegovina,BIH,"Jun 29, 2020",34.138,1284.742
Bosnia and Herzegovina,BIH,"Jun 30, 2020",35.662,1323.756
Bosnia and Herzegovina,BIH,"Jul 1, 2020",37.70843,1357.285
Bosnia and Herzegovina,BIH,"Jul 2, 2020",40.53871,1403.919
Bosnia and Herzegovina,BIH,"Jul 3, 2020",43.282,1459.393
Bosnia and Herzegovina,BIH,"Jul 4, 2020",44.67543,1511.819
Bosnia and Herzegovina,BIH,"Jul 5, 2020",49.72643,1599.907
Bosnia and Herzegovina,BIH,"Jul 6, 2020",51.294,1643.799
Bosnia and Herzegovina,BIH,"Jul 7, 2020",48.50714,1663.306
Bosnia and Herzegovina,BIH,"Jul 8, 2020",50.72786,1712.379
Bosnia and Herzegovina,BIH,"Jul 9, 2020",54.95157,1788.58
Bosnia and Herzegovina,BIH,"Jul 10, 2020",56.56271,1855.332
Bosnia and Herzegovina,BIH,"Jul 11, 2020",62.78943,1951.344
Bosnia and Herzegovina,BIH,"Jul 12, 2020",64.05214,2048.272
Bosnia and Herzegovina,BIH,"Jul 13, 2020",64.923,2098.259
Bosnia and Herzegovina,BIH,"Jul 14, 2020",66.27286,2127.215
Bosnia and Herzegovina,BIH,"Jul 15, 2020",67.84043,2187.261
Bosnia and Herzegovina,BIH,"Jul 16, 2020",67.013,2257.671
Bosnia and Herzegovina,BIH,"Jul 17, 2020",69.40786,2341.187
Bosnia and Herzegovina,BIH,"Jul 18, 2020",65.576,2410.377
Bosnia and Herzegovina,BIH,"Jul 19, 2020",62.87629,2488.406
Bosnia and Herzegovina,BIH,"Jul 20, 2020",68.27557,2576.189
Bosnia and Herzegovina,BIH,"Jul 21, 2020",70.19157,2618.557
Bosnia and Herzegovina,BIH,"Jul 22, 2020",70.10443,2677.993
Bosnia and Herzegovina,BIH,"Jul 23, 2020",74.41529,2778.578
Bosnia and Herzegovina,BIH,"Jul 24, 2020",77.46329,2883.43
Bosnia and Herzegovina,BIH,"Jul 25, 2020",67.66614,2884.039
Bosnia and Herzegovina,BIH,"Jul 26, 2020",69.66914,2976.09
Bosnia and Herzegovina,BIH,"Jul 27, 2020",70.40943,3069.054
Bosnia and Herzegovina,BIH,"Jul 28, 2020",83.03686,3199.815
Bosnia and Herzegovina,BIH,"Jul 29, 2020",86.21557,3281.502
Bosnia and Herzegovina,BIH,"Jul 30, 2020",71.84629,3281.502
Bosnia and Herzegovina,BIH,"Jul 31, 2020",86.38971,3488.158
Bosnia and Herzegovina,BIH,"Aug 1, 2020",86.30257,3488.158
Bosnia and Herzegovina,BIH,"Aug 2, 2020",91.91971,3619.527
Bosnia and Herzegovina,BIH,"Aug 3, 2020",88.78457,3690.546
Bosnia and Herzegovina,BIH,"Aug 4, 2020",78.29071,3747.849
Bosnia and Herzegovina,BIH,"Aug 5, 2020",91.09243,3919.148
Bosnia and Herzegovina,BIH,"Aug 6, 2020",103.63286,4006.931
Bosnia and Herzegovina,BIH,"Aug 7, 2020",85.03986,4083.437
Bosnia and Herzegovina,BIH,"Aug 8, 2020",97.66743,4171.829
Bosnia and Herzegovina,BIH,"Aug 9, 2020",96.40471,4294.36
Botswana,BWA,"Apr 1, 2020",,1.276
Botswana,BWA,"Apr 2, 2020",,1.701
Botswana,BWA,"Apr 3, 2020",0.567,1.701
Botswana,BWA,"Apr 4, 2020",0.42525,1.701
Botswana,BWA,"Apr 5, 2020",0.3402,1.701
Botswana,BWA,"Apr 6, 2020",0.42517,2.551
Botswana,BWA,"Apr 7, 2020",0.36443,2.551
Botswana,BWA,"Apr 8, 2020",0.18214,2.551
Botswana,BWA,"Apr 9, 2020",0.18214,2.977
Botswana,BWA,"Apr 10, 2020",0.54657,5.528
Botswana,BWA,"Apr 11, 2020",0.54657,5.528
Botswana,BWA,"Apr 12, 2020",0.54657,5.528
Botswana,BWA,"Apr 13, 2020",0.42514,5.528
Botswana,BWA,"Apr 14, 2020",0.42514,5.528
Botswana,BWA,"Apr 15, 2020",0.42514,5.528
Botswana,BWA,"Apr 16, 2020",0.36443,5.528
Botswana,BWA,"Apr 17, 2020",0.12143,6.379
Botswana,BWA,"Apr 18, 2020",0.12143,6.379
Botswana,BWA,"Apr 19, 2020",0.12143,6.379
Botswana,BWA,"Apr 20, 2020",0.42514,8.505
Botswana,BWA,"Apr 21, 2020",0.42514,8.505
Botswana,BWA,"Apr 22, 2020",0.42514,8.505
Botswana,BWA,"Apr 23, 2020",0.54657,9.355
Botswana,BWA,"Apr 24, 2020",0.42514,9.355
Botswana,BWA,"Apr 25, 2020",0.42514,9.355
Botswana,BWA,"Apr 26, 2020",0.42514,9.355
Botswana,BWA,"Apr 27, 2020",0.12143,9.355
Botswana,BWA,"Apr 28, 2020",0.12143,9.355
Botswana,BWA,"Apr 29, 2020",0.18214,9.78
Botswana,BWA,"Apr 30, 2020",0.06071,9.78
Botswana,BWA,"May 1, 2020",0.06071,9.78
Botswana,BWA,"May 2, 2020",0.06071,9.78
Botswana,BWA,"May 3, 2020",0.06071,9.78
Botswana,BWA,"May 4, 2020",0.06071,9.78
Botswana,BWA,"May 5, 2020",0.06071,9.78
Botswana,BWA,"May 6, 2020",0,9.78
Botswana,BWA,"May 7, 2020",0,9.78
Botswana,BWA,"May 8, 2020",0,9.78
Botswana,BWA,"May 9, 2020",0,9.78
Botswana,BWA,"May 10, 2020",0,9.78
Botswana,BWA,"May 11, 2020",0,9.78
Botswana,BWA,"May 12, 2020",0.06071,10.206
Botswana,BWA,"May 13, 2020",0.06071,10.206
Botswana,BWA,"May 14, 2020",0.06071,10.206
Botswana,BWA,"May 15, 2020",0.06071,10.206
Botswana,BWA,"May 16, 2020",0.06071,10.206
Botswana,BWA,"May 17, 2020",0.06071,10.206
Botswana,BWA,"May 18, 2020",0.12143,10.631
Botswana,BWA,"May 19, 2020",0.06071,10.631
Botswana,BWA,"May 20, 2020",0.06071,10.631
Botswana,BWA,"May 21, 2020",0.30371,12.332
Botswana,BWA,"May 22, 2020",0.30371,12.332
Botswana,BWA,"May 23, 2020",0.36443,12.757
Botswana,BWA,"May 24, 2020",0.36443,12.757
Botswana,BWA,"May 25, 2020",0.60743,14.883
Botswana,BWA,"May 26, 2020",0.60743,14.883
Botswana,BWA,"May 27, 2020",0.60743,14.883
Botswana,BWA,"May 28, 2020",0.36443,14.883
Botswana,BWA,"May 29, 2020",0.36443,14.883
Botswana,BWA,"May 30, 2020",0.30371,14.883
Botswana,BWA,"May 31, 2020",0.30371,14.883
Botswana,BWA,"Jun 1, 2020",0.18229,16.159
Botswana,BWA,"Jun 2, 2020",0.18229,16.159
Botswana,BWA,"Jun 3, 2020",0.18229,16.159
Botswana,BWA,"Jun 4, 2020",0.30371,17.01
Botswana,BWA,"Jun 5, 2020",0.30371,17.01
Botswana,BWA,"Jun 6, 2020",0.30371,17.01
Botswana,BWA,"Jun 7, 2020",0.30371,17.01
Botswana,BWA,"Jun 8, 2020",0.12143,17.01
Botswana,BWA,"Jun 9, 2020",0.24286,17.86
Botswana,BWA,"Jun 10, 2020",0.24286,17.86
Botswana,BWA,"Jun 11, 2020",0.48586,20.411
Botswana,BWA,"Jun 12, 2020",0.48586,20.411
Botswana,BWA,"Jun 13, 2020",1.21486,25.514
Botswana,BWA,"Jun 14, 2020",1.21486,25.514
Botswana,BWA,"Jun 15, 2020",1.21486,25.514
Botswana,BWA,"Jun 16, 2020",1.09343,25.514
Botswana,BWA,"Jun 17, 2020",1.09343,25.514
Botswana,BWA,"Jun 18, 2020",0.729,25.514
Botswana,BWA,"Jun 19, 2020",1.88329,33.594
Botswana,BWA,"Jun 20, 2020",1.76171,37.846
Botswana,BWA,"Jun 21, 2020",1.76171,37.846
Botswana,BWA,"Jun 22, 2020",1.76171,37.846
Botswana,BWA,"Jun 23, 2020",1.76171,37.846
Botswana,BWA,"Jun 24, 2020",1.76171,37.846
Botswana,BWA,"Jun 25, 2020",1.76171,37.846
Botswana,BWA,"Jun 26, 2020",0.60743,37.846
Botswana,BWA,"Jun 27, 2020",2.187,53.155
Botswana,BWA,"Jun 28, 2020",2.187,53.155
Botswana,BWA,"Jun 29, 2020",2.187,53.155
Botswana,BWA,"Jun 30, 2020",5.22443,74.417
Botswana,BWA,"Jul 1, 2020",8.38329,96.529
Botswana,BWA,"Jul 2, 2020",8.38329,96.529
Botswana,BWA,"Jul 3, 2020",8.38329,96.529
Botswana,BWA,"Jul 4, 2020",9.11214,116.94
Botswana,BWA,"Jul 5, 2020",9.11214,116.94
Botswana,BWA,"Jul 6, 2020",9.11214,116.94
Botswana,BWA,"Jul 7, 2020",6.07471,116.94
Botswana,BWA,"Jul 8, 2020",5.285,133.525
Botswana,BWA,"Jul 9, 2020",5.285,133.525
Botswana,BWA,"Jul 10, 2020",5.285,133.525
Botswana,BWA,"Jul 11, 2020",2.36914,133.525
Botswana,BWA,"Jul 12, 2020",2.36914,133.525
Botswana,BWA,"Jul 13, 2020",7.53271,169.67
Botswana,BWA,"Jul 14, 2020",7.53271,169.67
Botswana,BWA,"Jul 15, 2020",5.16357,169.67
Botswana,BWA,"Jul 16, 2020",5.16357,169.67
Botswana,BWA,"Jul 17, 2020",12.63557,221.974
Botswana,BWA,"Jul 18, 2020",12.63557,221.974
Botswana,BWA,"Jul 19, 2020",12.63557,221.974
Botswana,BWA,"Jul 20, 2020",7.472,221.974
Botswana,BWA,"Jul 21, 2020",7.472,221.974
Botswana,BWA,"Jul 22, 2020",7.472,221.974
Botswana,BWA,"Jul 23, 2020",7.472,221.974
Botswana,BWA,"Jul 24, 2020",9.96271,291.713
Botswana,BWA,"Jul 25, 2020",9.96271,291.713
Botswana,BWA,"Jul 26, 2020",9.96271,291.713
Botswana,BWA,"Jul 27, 2020",9.96271,291.713
Botswana,BWA,"Jul 28, 2020",13.18243,314.251
Botswana,BWA,"Jul 29, 2020",13.18243,314.251
Botswana,BWA,"Jul 30, 2020",17.131,341.891
Botswana,BWA,"Jul 31, 2020",7.16829,341.891
Botswana,BWA,"Aug 1, 2020",7.16829,341.891
Botswana,BWA,"Aug 2, 2020",7.16829,341.891
Botswana,BWA,"Aug 3, 2020",7.16829,341.891
Botswana,BWA,"Aug 4, 2020",3.94857,341.891
Botswana,BWA,"Aug 5, 2020",3.94857,341.891
Botswana,BWA,"Aug 6, 2020",0,341.891
Botswana,BWA,"Aug 7, 2020",6.37857,386.541
Botswana,BWA,"Aug 8, 2020",6.37857,386.541
Botswana,BWA,"Aug 9, 2020",6.37857,386.541
Brazil,BRA,"Dec 31, 2019",,0
Brazil,BRA,"Jan 1, 2020",,0
Brazil,BRA,"Jan 2, 2020",0,0
Brazil,BRA,"Jan 3, 2020",0,0
Brazil,BRA,"Jan 4, 2020",0,0
Brazil,BRA,"Jan 5, 2020",0,0
Brazil,BRA,"Jan 6, 2020",0,0
Brazil,BRA,"Jan 7, 2020",0,0
Brazil,BRA,"Jan 8, 2020",0,0
Brazil,BRA,"Jan 9, 2020",0,0
Brazil,BRA,"Jan 10, 2020",0,0
Brazil,BRA,"Jan 11, 2020",0,0
Brazil,BRA,"Jan 12, 2020",0,0
Brazil,BRA,"Jan 13, 2020",0,0
Brazil,BRA,"Jan 14, 2020",0,0
Brazil,BRA,"Jan 15, 2020",0,0
Brazil,BRA,"Jan 16, 2020",0,0
Brazil,BRA,"Jan 17, 2020",0,0
Brazil,BRA,"Jan 18, 2020",0,0
Brazil,BRA,"Jan 19, 2020",0,0
Brazil,BRA,"Jan 20, 2020",0,0
Brazil,BRA,"Jan 21, 2020",0,0
Brazil,BRA,"Jan 22, 2020",0,0
Brazil,BRA,"Jan 23, 2020",0,0
Brazil,BRA,"Jan 24, 2020",0,0
Brazil,BRA,"Jan 25, 2020",0,0
Brazil,BRA,"Jan 26, 2020",0,0
Brazil,BRA,"Jan 27, 2020",0,0
Brazil,BRA,"Jan 28, 2020",0,0
Brazil,BRA,"Jan 29, 2020",0,0
Brazil,BRA,"Jan 30, 2020",0,0
Brazil,BRA,"Jan 31, 2020",0,0
Brazil,BRA,"Feb 1, 2020",0,0
Brazil,BRA,"Feb 2, 2020",0,0
Brazil,BRA,"Feb 3, 2020",0,0
Brazil,BRA,"Feb 4, 2020",0,0
Brazil,BRA,"Feb 5, 2020",0,0
Brazil,BRA,"Feb 6, 2020",0,0
Brazil,BRA,"Feb 7, 2020",0,0
Brazil,BRA,"Feb 8, 2020",0,0
Brazil,BRA,"Feb 9, 2020",0,0
Brazil,BRA,"Feb 10, 2020",0,0
Brazil,BRA,"Feb 11, 2020",0,0
Brazil,BRA,"Feb 12, 2020",0,0
Brazil,BRA,"Feb 13, 2020",0,0
Brazil,BRA,"Feb 14, 2020",0,0
Brazil,BRA,"Feb 15, 2020",0,0
Brazil,BRA,"Feb 16, 2020",0,0
Brazil,BRA,"Feb 17, 2020",0,0
Brazil,BRA,"Feb 18, 2020",0,0
Brazil,BRA,"Feb 19, 2020",0,0
Brazil,BRA,"Feb 20, 2020",0,0
Brazil,BRA,"Feb 21, 2020",0,0
Brazil,BRA,"Feb 22, 2020",0,0
Brazil,BRA,"Feb 23, 2020",0,0
Brazil,BRA,"Feb 24, 2020",0,0
Brazil,BRA,"Feb 25, 2020",0,0
Brazil,BRA,"Feb 26, 2020",0.00071,0.005
Brazil,BRA,"Feb 27, 2020",0.00071,0.005
Brazil,BRA,"Feb 28, 2020",0.00071,0.005
Brazil,BRA,"Feb 29, 2020",0.00071,0.005
Brazil,BRA,"Mar 1, 2020",0.00143,0.009
Brazil,BRA,"Mar 2, 2020",0.00143,0.009
Brazil,BRA,"Mar 3, 2020",0.00143,0.009
Brazil,BRA,"Mar 4, 2020",0.00071,0.009
Brazil,BRA,"Mar 5, 2020",0.00143,0.014
Brazil,BRA,"Mar 6, 2020",0.00486,0.038
Brazil,BRA,"Mar 7, 2020",0.00829,0.061
Brazil,BRA,"Mar 8, 2020",0.00757,0.061
Brazil,BRA,"Mar 9, 2020",0.01557,0.118
Brazil,BRA,"Mar 10, 2020",0.01557,0.118
Brazil,BRA,"Mar 11, 2020",0.02157,0.16
Brazil,BRA,"Mar 12, 2020",0.033,0.245
Brazil,BRA,"Mar 13, 2020",0.04643,0.362
Brazil,BRA,"Mar 14, 2020",0.05714,0.461
Brazil,BRA,"Mar 15, 2020",0.07257,0.569
Brazil,BRA,"Mar 16, 2020",0.11771,0.941
Brazil,BRA,"Mar 17, 2020",0.14057,1.101
Brazil,BRA,"Mar 18, 2020",0.17286,1.369
Brazil,BRA,"Mar 19, 2020",0.25286,2.014
Brazil,BRA,"Mar 20, 2020",0.36571,2.922
Brazil,BRA,"Mar 21, 2020",0.54171,4.253
Brazil,BRA,"Mar 22, 2020",0.67686,5.307
Brazil,BRA,"Mar 23, 2020",0.90471,7.273
Brazil,BRA,"Mar 24, 2020",1.11371,8.896
Brazil,BRA,"Mar 25, 2020",1.28371,10.355
Brazil,BRA,"Mar 26, 2020",1.34743,11.446
Brazil,BRA,"Mar 27, 2020",1.54171,13.714
Brazil,BRA,"Mar 28, 2020",1.689,16.076
Brazil,BRA,"Mar 29, 2020",1.86571,18.367
Brazil,BRA,"Mar 30, 2020",1.82129,20.023
Brazil,BRA,"Mar 31, 2020",1.80657,21.542
Brazil,BRA,"Apr 1, 2020",2.36314,26.896
Brazil,BRA,"Apr 2, 2020",2.95929,32.16
Brazil,BRA,"Apr 3, 2020",3.35714,37.213
Brazil,BRA,"Apr 4, 2020",3.78986,42.605
Brazil,BRA,"Apr 5, 2020",4.28386,48.354
Brazil,BRA,"Apr 6, 2020",4.61986,52.362
Brazil,BRA,"Apr 7, 2020",5.025,56.718
Brazil,BRA,"Apr 8, 2020",5.37643,64.533
Brazil,BRA,"Apr 9, 2020",6.10971,74.93
Brazil,BRA,"Apr 10, 2020",6.685,84.009
Brazil,BRA,"Apr 11, 2020",7.11186,92.388
Brazil,BRA,"Apr 12, 2020",7.02243,97.512
Brazil,BRA,"Apr 13, 2020",7.419,104.296
Brazil,BRA,"Apr 14, 2020",7.64414,110.228
Brazil,BRA,"Apr 15, 2020",7.75914,118.847
Brazil,BRA,"Apr 16, 2020",8.32914,133.233
Brazil,BRA,"Apr 17, 2020",8.44671,143.136
Brazil,BRA,"Apr 18, 2020",9.43871,158.459
Brazil,BRA,"Apr 19, 2020",10.66729,172.182
Brazil,BRA,"Apr 20, 2020",11.07929,181.85
Brazil,BRA,"Apr 21, 2020",11.527,190.916
Brazil,BRA,"Apr 22, 2020",11.97457,202.668
Brazil,BRA,"Apr 23, 2020",11.71914,215.267
Brazil,BRA,"Apr 24, 2020",12.81471,232.838
Brazil,BRA,"Apr 25, 2020",12.98,249.319
Brazil,BRA,"Apr 26, 2020",14.72543,275.26
Brazil,BRA,"Apr 27, 2020",15.61529,291.156
Brazil,BRA,"Apr 28, 2020",17.42043,312.858
Brazil,BRA,"Apr 29, 2020",19.36071,338.193
Brazil,BRA,"Apr 30, 2020",21.77886,367.718
Brazil,BRA,"May 1, 2020",24.11971,401.676
Brazil,BRA,"May 2, 2020",25.93843,430.887
Brazil,BRA,"May 3, 2020",25.57286,454.268
Brazil,BRA,"May 4, 2020",26.38543,475.853
Brazil,BRA,"May 5, 2020",27.743,507.058
Brazil,BRA,"May 6, 2020",28.78471,539.684
Brazil,BRA,"May 7, 2020",31.62557,589.096
Brazil,BRA,"May 8, 2020",33.42,635.615
Brazil,BRA,"May 9, 2020",36.117,683.705
Brazil,BRA,"May 10, 2020",39.90814,733.625
Brazil,BRA,"May 11, 2020",41.36786,765.428
Brazil,BRA,"May 12, 2020",40.69514,791.924
Brazil,BRA,"May 13, 2020",42.25643,835.479
Brazil,BRA,"May 14, 2020",42.84914,889.041
Brazil,BRA,"May 15, 2020",45.575,954.641
Brazil,BRA,"May 16, 2020",48.99114,1026.645
Brazil,BRA,"May 17, 2020",51.88643,1096.832
Brazil,BRA,"May 18, 2020",52.67814,1134.177
Brazil,BRA,"May 19, 2020",57.72414,1195.995
Brazil,BRA,"May 20, 2020",63.20157,1277.892
Brazil,BRA,"May 21, 2020",68.95871,1371.753
Brazil,BRA,"May 22, 2020",72.02614,1458.825
Brazil,BRA,"May 23, 2020",75.72129,1556.694
Brazil,BRA,"May 24, 2020",76.78929,1634.357
Brazil,BRA,"May 25, 2020",82.08186,1708.751
Brazil,BRA,"May 26, 2020",81.10529,1763.733
Brazil,BRA,"May 27, 2020",80.37671,1840.53
Brazil,BRA,"May 28, 2020",80.81214,1937.44
Brazil,BRA,"May 29, 2020",86.12771,2061.72
Brazil,BRA,"May 30, 2020",90.24429,2188.405
Brazil,BRA,"May 31, 2020",101.51243,2344.944
Brazil,BRA,"Jun 1, 2020",101.913,2422.142
Brazil,BRA,"Jun 2, 2020",101.85329,2476.705
Brazil,BRA,"Jun 3, 2020",110.32957,2612.837
Brazil,BRA,"Jun 4, 2020",115.72914,2747.542
Brazil,BRA,"Jun 5, 2020",118.75271,2892.989
Brazil,BRA,"Jun 6, 2020",121.37514,3038.031
Brazil,BRA,"Jun 7, 2020",117.20886,3165.407
Brazil,BRA,"Jun 8, 2020",118.89714,3254.422
Brazil,BRA,"Jun 9, 2020",121.623,3328.067
Brazil,BRA,"Jun 10, 2020",123.74343,3479.041
Brazil,BRA,"Jun 11, 2020",126.61986,3633.883
Brazil,BRA,"Jun 12, 2020",126.28114,3776.958
Brazil,BRA,"Jun 13, 2020",123.02286,3899.192
Brazil,BRA,"Jun 14, 2020",119.41314,4001.3
Brazil,BRA,"Jun 15, 2020",118.196,4081.795
Brazil,BRA,"Jun 16, 2020",121.55171,4178.931
Brazil,BRA,"Jun 17, 2020",123.45171,4343.205
Brazil,BRA,"Jun 18, 2020",122.96457,4494.635
Brazil,BRA,"Jun 19, 2020",117.82514,4601.735
Brazil,BRA,"Jun 20, 2020",137.17371,4859.409
Brazil,BRA,"Jun 21, 2020",145.88529,5022.497
Brazil,BRA,"Jun 22, 2020",146.11986,5104.634
Brazil,BRA,"Jun 23, 2020",146.64743,5205.462
Brazil,BRA,"Jun 24, 2020",149.68386,5390.992
Brazil,BRA,"Jun 25, 2020",156.76557,5591.994
Brazil,BRA,"Jun 26, 2020",168.00143,5777.745
Brazil,BRA,"Jun 27, 2020",162.68457,5998.201
Brazil,BRA,"Jun 28, 2020",165.391,6180.235
Brazil,BRA,"Jun 29, 2020",174.13943,6323.611
Brazil,BRA,"Jun 30, 2020",175.90029,6436.765
Brazil,BRA,"Jul 1, 2020",172.14343,6595.996
Brazil,BRA,"Jul 2, 2020",174.823,6815.756
Brazil,BRA,"Jul 3, 2020",180.61771,7042.069
Brazil,BRA,"Jul 4, 2020",177.50129,7240.71
Brazil,BRA,"Jul 5, 2020",176.98371,7419.121
Brazil,BRA,"Jul 6, 2020",174.00986,7541.68
Brazil,BRA,"Jul 7, 2020",171.44057,7636.848
Brazil,BRA,"Jul 8, 2020",179.14186,7849.989
Brazil,BRA,"Jul 9, 2020",177.70286,8059.676
Brazil,BRA,"Jul 10, 2020",174.01586,8260.18
Brazil,BRA,"Jul 11, 2020",175.91443,8472.111
Brazil,BRA,"Jul 12, 2020",176.65371,8655.698
Brazil,BRA,"Jul 13, 2020",175.83371,8772.517
Brazil,BRA,"Jul 14, 2020",175.872,8867.954
Brazil,BRA,"Jul 15, 2020",173.55471,9064.873
Brazil,BRA,"Jul 16, 2020",170.43157,9252.698
Brazil,BRA,"Jul 17, 2020",172.30257,9466.299
Brazil,BRA,"Jul 18, 2020",164.99643,9627.087
Brazil,BRA,"Jul 19, 2020",157.94571,9761.318
Brazil,BRA,"Jul 20, 2020",157.07071,9872.012
Brazil,BRA,"Jul 21, 2020",157.05114,9967.312
Brazil,BRA,"Jul 22, 2020",156.48057,10160.237
Brazil,BRA,"Jul 23, 2020",175.25586,10479.489
Brazil,BRA,"Jul 24, 2020",185.04014,10761.58
Brazil,BRA,"Jul 25, 2020",199.63371,11024.523
Brazil,BRA,"Jul 26, 2020",214.83271,11265.147
Brazil,BRA,"Jul 27, 2020",215.53771,11380.776
Brazil,BRA,"Jul 28, 2020",217.57214,11490.317
Brazil,BRA,"Jul 29, 2020",217.44314,11682.339
Brazil,BRA,"Jul 30, 2020",218.259,12007.302
Brazil,BRA,"Jul 31, 2020",216.83143,12279.4
